Pos.,No,Crew,Gr/Cl,ss_time,Diff,Speed,ss
61,#7,Loubet Pierre-Louis  - Gilsoul N. Ford Puma Rally1  [SR],RC1 M,15:57.8 [N],+10:00.0 +  7:14.9,53.4 42.2,3
62,#80,Hytönen Kari  - Nisula Suvi Ford Fiesta R2,RC4,17:37.2,+11:39.4 +  1:39.4,48.4 49.2,3
1,#69,Rovanperä Kalle  - Halttunen J. Toyota GR Yaris Rally1,RC1 M,6:55.7,,134.3,4
2,#33,Evans Elfyn  - Martin Scott Toyota GR Yaris Rally1,RC1 M,6:57.1,+1.4 +  1.4,133.9 0.09,4
3,#4,Lappi Esapekka  - Ferm Janne Hyundai i20 N Rally1,RC1 M,6:58.3,+2.6 +  1.2,133.5 0.17,4
4,#3,Suninen Teemu  - Markkula Mikko Hyundai i20 N Rally1,RC1 M,6:59.5,+3.8 +  1.2,133.1 0.25,4
5,#11,Neuville Thierry  - Wydaeghe M. Hyundai i20 N Rally1,RC1 M,6:59.6,+3.9 +  0.1,133.1 0.25,4
6,#18,Katsuta Takamoto  - Johnston Aaron Toyota GR Yaris Rally1,RC1 M,7:00.5,+4.8 +  0.9,132.8 0.31,4
7,#97,Latvala Jari-Matti  - Hänninen J. Toyota GR Yaris Rally1,RC1,7:07.4,+11.7 +  6.9,130.6 0.75,4
8,#21,Solberg Oliver  - Edmondson E. Škoda Fabia RS Rally2,RC2,7:22.4,+26.7 +  15.0,126.2 1.72,4
9,#27,Pajari Sami  - Mälkönen Enni Škoda Fabia RS Rally2,RC2,7:24.0,+28.3 +  1.6,125.8 1.82,4
10,#23,Lindholm Emil  - Hämäläinen R. Hyundai i20 N Rally2,RC2,7:24.3,+28.6 +  0.3,125.7 1.84,4
11,#26,Fourmaux Adrien  - Coria Alexandre Ford Fiesta Rally2,RC2,7:25.0,+29.3 +  0.7,125.5 1.89,4
12,#25,Gryazin Nikolay  - Aleksandrov K. Škoda Fabia RS Rally2,RC2,7:25.2,+29.5 +  0.2,125.4 1.90,4
